title,price,rating,disk_size,ram,link
"Lenovo IdeaPad 1 Student Laptop, 15.6"" FHD Display, Intel Dual Core Processor, 12GB RAM, 512GB SSD + 128GB eMMC, 1 Year Office 365, Wi-Fi 6, Webcam, Bluetooth, SD Card Reader, Windows 11 Home, Grey",4 capacities,4.2,512 GB,12 GB,https://amazon.com//Lenovo-IdeaPad-Student-Processor-Bluetooth/dp/B0CF62H34N/ref=sr_1_6?crid=I8G9EC239QAO&dib=eyJ2IjoiMSJ9.SzFygM9KrDS9_p1sdWHTja4ikN9aZhPQwb4KrTwGWFbI3gFMrMM_6tQO2FscxWOQ4E2BJEjFFD2PVseyTdTwHSaQuWAcxJiC-wCraZUHhn9aO83_sQOuA6_Qa3VxCKQOcasJRyEyFnVw5j6dXhbKnrkpvSlMRd8I-dN_lkN4IHty-UstMweixIKf29ycnsBNhtr8O4XHP5Rv8wqQyhM2-E5TW3jOanEnjSwd3YHhkjDGas10TPjntyIax7gnK1ShDbrrps1ZI8hK0d8QnvQTxI1FmEEoT95qs8hnP6TFIV3lTlDwRrtrkgS7rYfjMcVZLN3PFwy9NPTXEPtq8NakhwySna5t3o5iWXHHz_iGzSM.TROox-bNCQ26ymf4OEqMgS507jCUw-XnSZ8k5Khqrlg&dib_tag=se&keywords=laptop&qid=1739050437&refinements=p_123%3A219979%7C308445%7C391242&rnid=85457740011&s=electronics&sprefix=lap%2Caps%2C118&sr=1-6
"HP Stream 14"" HD BrightView Laptop, Intel Celeron N4120, 16GB RAM, 288GB Storage (128GB eMMC + 160GB Docking Station Set), Intel UHD Graphics, 720p Webcam, Wi-Fi, 1 Year Office 365, Win 11 S, Black",4 capacities,4.3,128 GB,16 GB,https://amazon.com//HP-Stream-BrightView-N4120-Graphics/dp/B0CZKS6XHB/ref=sr_1_7?crid=I8G9EC239QAO&dib=eyJ2IjoiMSJ9.SzFygM9KrDS9_p1sdWHTja4ikN9aZhPQwb4KrTwGWFbI3gFMrMM_6tQO2FscxWOQ4E2BJEjFFD2PVseyTdTwHSaQuWAcxJiC-wCraZUHhn9aO83_sQOuA6_Qa3VxCKQOcasJRyEyFnVw5j6dXhbKnrkpvSlMRd8I-dN_lkN4IHty-UstMweixIKf29ycnsBNhtr8O4XHP5Rv8wqQyhM2-E5TW3jOanEnjSwd3YHhkjDGas10TPjntyIax7gnK1ShDbrrps1ZI8hK0d8QnvQTxI1FmEEoT95qs8hnP6TFIV3lTlDwRrtrkgS7rYfjMcVZLN3PFwy9NPTXEPtq8NakhwySna5t3o5iWXHHz_iGzSM.TROox-bNCQ26ymf4OEqMgS507jCUw-XnSZ8k5Khqrlg&dib_tag=se&keywords=laptop&qid=1739050672&refinements=p_123%3A219979%7C308445%7C391242&rnid=85457740011&s=electronics&sprefix=lap%2Caps%2C118&sr=1-7
"HP 255 G10 Laptop for Home or Work, 16GB RAM, 1TB SSD, 15.6"" Full HD, Ryzen 3 7330U (Beat Intel i5-1135G7), HDMI, USB-C, Windows 11 Pro, Business and Fun Ready",3 capacities,4.2,1 TB,16 GB,https://amazon.com//HP-255-i5-1135G7-Windows-Business/dp/B0DCSYTVDD/ref=sr_1_13?crid=I8G9EC239QAO&dib=eyJ2IjoiMSJ9.SzFygM9KrDS9_p1sdWHTja4ikN9aZhPQwb4KrTwGWFbI3gFMrMM_6tQO2FscxWOQ4E2BJEjFFD2PVseyTdTwHSaQuWAcxJiC-wCraZUHhn9aO83_sQOuA6_Qa3VxCKQOcasJRyEyFnVw5j6dXhbKnrkpvSlMRd8I-dN_lkN4IHty-UstMweixIKf29ycnsBNhtr8O4XHP5Rv8wqQyhM2-E5TW3jOanEnjSwd3YHhkjDGas10TPjntyIax7gnK1ShDbrrps1ZI8hK0d8QnvQTxI1FmEEoT95qs8hnP6TFIV3lTlDwRrtrkgS7rYfjMcVZLN3PFwy9NPTXEPtq8NakhwySna5t3o5iWXHHz_iGzSM.TROox-bNCQ26ymf4OEqMgS507jCUw-XnSZ8k5Khqrlg&dib_tag=se&keywords=laptop&qid=1739050504&refinements=p_123%3A219979%7C308445%7C391242&rnid=85457740011&s=electronics&sprefix=lap%2Caps%2C118&sr=1-13
"HP 15.6"" Portable Laptop (Include 1 Year Microsoft 365), HD Display, Intel Quad-Core N200 Processor, 16GB RAM, 128GB Storage, Wi-Fi 5, Webcam, HDMI, Numeric Keypad, Windows 11 Home, Red",5 capacities,4.2,128 GB,16 GB,https://amazon.com//HP-Portable-Microsoft-Quad-Core-Processor/dp/B0CPGKT77T/ref=sr_1_23?crid=I8G9EC239QAO&dib=eyJ2IjoiMSJ9.SzFygM9KrDS9_p1sdWHTja4ikN9aZhPQwb4KrTwGWFbI3gFMrMM_6tQO2FscxWOQ4E2BJEjFFD2PVseyTdTwHSaQuWAcxJiC-wCraZUHhn9aO83_sQOuA6_Qa3VxCKQOcasJRyEyFnVw5j6dXhbKnrkpvSlMRd8I-dN_lkN4IHty-UstMweixIKf29ycnsBNhtr8O4XHP5Rv8wqQyhM2-E5TW3jOanEnjSwd3YHhkjDGas10TPjntyIax7gnK1ShDbrrps1ZI8hK0d8QnvQTxI1FmEEoT95qs8hnP6TFIV3lTlDwRrtrkgS7rYfjMcVZLN3PFwy9NPTXEPtq8NakhwySna5t3o5iWXHHz_iGzSM.TROox-bNCQ26ymf4OEqMgS507jCUw-XnSZ8k5Khqrlg&dib_tag=se&keywords=laptop&qid=1739050647&refinements=p_123%3A219979%7C308445%7C391242&rnid=85457740011&s=electronics&sprefix=lap%2Caps%2C118&sr=1-23
"HP 255 G10 Laptop for Home or Work, 16GB RAM, 1TB SSD, 15.6"" Full HD, Ryzen 3 7330U (Beat Intel i5-1135G7), HDMI, USB-C, Windows 11 Pro, Business and Fun Ready",3 capacities,4.2,1 TB,16 GB,https://amazon.com//HP-255-i5-1135G7-Windows-Business/dp/B0DCSYTVDD/ref=sr_1_13?crid=I8G9EC239QAO&dib=eyJ2IjoiMSJ9.SzFygM9KrDS9_p1sdWHTja4ikN9aZhPQwb4KrTwGWFbI3gFMrMM_6tQO2FscxWOQ4E2BJEjFFD2PVseyTdTwHSaQuWAcxJiC-wCraZUHhn9aO83_sQOuA6_Qa3VxCKQOcasJRyEyFnVw5j6dXhbKnrkpvSlMRd8I-dN_lkN4IHty-UstMweixIKf29ycnsBNhtr8O4XHP5Rv8wqQyhM2-E5TW3jOanEnjSwd3YHhkjDGas10TPjntyIax7gnK1ShDbrrps1ZI8hK0d8QnvQTxI1FmEEoT95qs8hnP6TFIV3lTlDwRrtrkgS7rYfjMcVZLN3PFwy9NPTXEPtq8NakhwySna5t3o5iWXHHz_iGzSM.TROox-bNCQ26ymf4OEqMgS507jCUw-XnSZ8k5Khqrlg&dib_tag=se&keywords=laptop&qid=1739050465&refinements=p_123%3A219979%7C308445%7C391242&rnid=85457740011&s=electronics&sprefix=lap%2Caps%2C118&sr=1-13
"HP 14"" Ultral Light Laptop for Students and Business, Intel Quad-Core, 8GB RAM, 192GB Storage(64GB eMMC+128GB Ghost Manta SD Card), 1 Year Office 365, USB C, Win 11 S",$212.00,4.1,64 GB,8 GB,https://amazon.com//HP-Students-Business-Quad-Core-Storage/dp/B0B2D77YB8/ref=sr_1_3?crid=I8G9EC239QAO&dib=eyJ2IjoiMSJ9.SzFygM9KrDS9_p1sdWHTja4ikN9aZhPQwb4KrTwGWFbI3gFMrMM_6tQO2FscxWOQ4E2BJEjFFD2PVseyTdTwHSaQuWAcxJiC-wCraZUHhn9aO83_sQOuA6_Qa3VxCKQOcasJRyEyFnVw5j6dXhbKnrkpvSlMRd8I-dN_lkN4IHty-UstMweixIKf29ycnsBNhtr8O4XHP5Rv8wqQyhM2-E5TW3jOanEnjSwd3YHhkjDGas10TPjntyIax7gnK1ShDbrrps1ZI8hK0d8QnvQTxJUxVfC0P1nJP8kiDqX1dkY.YOsaY8Lz5oFubxfwI6u2qSSutUI5kXVsyhPx632XavI&dib_tag=se&keywords=laptop&qid=1739050566&refinements=p_123%3A219979%7C308445%7C391242&rnid=85457740011&s=electronics&sprefix=lap%2Caps%2C118&sr=1-3
"HP 14 Inch Laptop Student Business, with Office Lifetime License & Windows 11 Pro, Intel Dual-Core N4120, 16GB RAM, 384GB Storage(128GB eMMC+256GB MSD), Ultra Light, Webcam, WiFi, Accessories",$295.99,4.5,128 GB,-,https://amazon.com//HP-Business-Dual-Core-N4120-Accessories/dp/B0DMR5ZLQ2/ref=sr_1_2?crid=I8G9EC239QAO&dib=eyJ2IjoiMSJ9.SzFygM9KrDS9_p1sdWHTja4ikN9aZhPQwb4KrTwGWFbI3gFMrMM_6tQO2FscxWOQ4E2BJEjFFD2PVseyTdTwHSaQuWAcxJiC-wCraZUHhn9aO83_sQOuA6_Qa3VxCKQOcasJRyEyFnVw5j6dXhbKnrkpvSlMRd8I-dN_lkN4IHty-UstMweixIKf29ycnsBNhtr8O4XHP5Rv8wqQyhM2-E5TW3jOanEnjSwd3YHhkjDGas10TPjntyIax7gnK1ShDbrrps1ZI8hK0d8QnvQTxJUxVfC0P1nJP8kiDqX1dkY.YOsaY8Lz5oFubxfwI6u2qSSutUI5kXVsyhPx632XavI&dib_tag=se&keywords=laptop&qid=1739050383&refinements=p_123%3A219979%7C308445%7C391242&rnid=85457740011&s=electronics&sprefix=lap%2Caps%2C118&sr=1-2
"HP 255 G10 Laptop for Home or Work, 16GB RAM, 1TB SSD, 15.6"" Full HD, Ryzen 3 7330U (Beat Intel i5-1135G7), HDMI, USB-C, Windows 11 Pro, Business and Fun Ready",3 capacities,4.2,1 TB,16 GB,https://amazon.com//HP-255-i5-1135G7-Windows-Business/dp/B0DCSYTVDD/ref=sr_1_13?crid=I8G9EC239QAO&dib=eyJ2IjoiMSJ9.SzFygM9KrDS9_p1sdWHTja4ikN9aZhPQwb4KrTwGWFbI3gFMrMM_6tQO2FscxWOQ4E2BJEjFFD2PVseyTdTwHSaQuWAcxJiC-wCraZUHhn9aO83_sQOuA6_Qa3VxCKQOcasJRyEyFnVw5j6dXhbKnrkpvSlMRd8I-dN_lkN4IHty-UstMweixIKf29ycnsBNhtr8O4XHP5Rv8wqQyhM2-E5TW3jOanEnjSwd3YHhkjDGas10TPjntyIax7gnK1ShDbrrps1ZI8hK0d8QnvQTxI1FmEEoT95qs8hnP6TFIV3lTlDwRrtrkgS7rYfjMcVZLN3PFwy9NPTXEPtq8NakhwySna5t3o5iWXHHz_iGzSM.TROox-bNCQ26ymf4OEqMgS507jCUw-XnSZ8k5Khqrlg&dib_tag=se&keywords=laptop&qid=1739050487&refinements=p_123%3A219979%7C308445%7C391242&rnid=85457740011&s=electronics&sprefix=lap%2Caps%2C118&sr=1-13
"Lenovo IdeaPad 1 Student Laptop, 15.6"" FHD Display, Intel Dual Core Processor, 12GB RAM, 512GB SSD + 128GB eMMC, 1 Year Office 365, Wi-Fi 6, Webcam, Bluetooth, SD Card Reader, Windows 11 Home, Grey",4 capacities,4.2,512 GB,12 GB,https://amazon.com//Lenovo-IdeaPad-Student-Processor-Bluetooth/dp/B0CF62H34N/ref=sr_1_6?crid=I8G9EC239QAO&dib=eyJ2IjoiMSJ9.SzFygM9KrDS9_p1sdWHTja4ikN9aZhPQwb4KrTwGWFbI3gFMrMM_6tQO2FscxWOQ4E2BJEjFFD2PVseyTdTwHSaQuWAcxJiC-wCraZUHhn9aO83_sQOuA6_Qa3VxCKQOcasJRyEyFnVw5j6dXhbKnrkpvSlMRd8I-dN_lkN4IHty-UstMweixIKf29ycnsBNhtr8O4XHP5Rv8wqQyhM2-E5TW3jOanEnjSwd3YHhkjDGas10TPjntyIax7gnK1ShDbrrps1ZI8hK0d8QnvQTxI1FmEEoT95qs8hnP6TFIV3lTlDwRrtrkgS7rYfjMcVZLN3PFwy9NPTXEPtq8NakhwySna5t3o5iWXHHz_iGzSM.TROox-bNCQ26ymf4OEqMgS507jCUw-XnSZ8k5Khqrlg&dib_tag=se&keywords=laptop&qid=1739050628&refinements=p_123%3A219979%7C308445%7C391242&rnid=85457740011&s=electronics&sprefix=lap%2Caps%2C118&sr=1-6
"HP 14"" LED Business Laptop Computer, 16GB RAM 320GB Storage (64GB eMMC+256GB SD Card), Intel Quad-Core N4120, Windows 11 S Laptop with 1-Year Microsoft Office 365, PLUSERA Earphones, White",3 capacities,4.2,320 GB,16 GB,https://amazon.com//HP-14-Quad-Core-Microsoft-Earphones/dp/B0DH6TBYGP/ref=sr_1_4?crid=I8G9EC239QAO&dib=eyJ2IjoiMSJ9.SzFygM9KrDS9_p1sdWHTja4ikN9aZhPQwb4KrTwGWFbI3gFMrMM_6tQO2FscxWOQ4E2BJEjFFD2PVseyTdTwHSaQuWAcxJiC-wCraZUHhn9aO83_sQOuA6_Qa3VxCKQOcasJRyEyFnVw5j6dXhbKnrkpvSlMRd8I-dN_lkN4IHty-UstMweixIKf29ycnsBNhtr8O4XHP5Rv8wqQyhM2-E5TW3jOanEnjSwd3YHhkjDGas10TPjntyIax7gnK1ShDbrrps1ZI8hK0d8QnvQTxI1FmEEoT95qs8hnP6TFIV3lTlDwRrtrkgS7rYfjMcVZLN3PFwy9NPTXEPtq8NakhwySna5t3o5iWXHHz_iGzSM.TROox-bNCQ26ymf4OEqMgS507jCUw-XnSZ8k5Khqrlg&dib_tag=se&keywords=laptop&qid=1739050487&refinements=p_123%3A219979%7C308445%7C391242&rnid=85457740011&s=electronics&sprefix=lap%2Caps%2C118&sr=1-4
"HP 14 Laptop, Intel Celeron N4020, 4 GB RAM, 64 GB Storage, 14-inch Micro-edge HD Display, Windows 11 Home, Thin & Portable, 4K Graphics, One Year of Microsoft 365 (14-dq0040nr, Snowflake White)",$169.37,4.1,64 GB,4 GB,https://amazon.com//HP-Micro-edge-Microsoft-14-dq0040nr-Snowflake/dp/B0947BJ67M/ref=sr_1_1?crid=I8G9EC239QAO&dib=eyJ2IjoiMSJ9.SzFygM9KrDS9_p1sdWHTja4ikN9aZhPQwb4KrTwGWFbI3gFMrMM_6tQO2FscxWOQ4E2BJEjFFD2PVseyTdTwHSaQuWAcxJiC-wCraZUHhn9aO83_sQOuA6_Qa3VxCKQOcasJRyEyFnVw5j6dXhbKnrkpvSlMRd8I-dN_lkN4IHty-UstMweixIKf29ycnsBNhtr8O4XHP5Rv8wqQyhM2-E5TW3jOanEnjSwd3YHhkjDGas10TPjntyIax7gnK1ShDbrrps1ZI8hK0d8QnvQTxI1FmEEoT95qs8hnP6TFIV3lTlDwRrtrkgS7rYfjMcVZLN3PFwy9NPTXEPtq8NakhwySna5t3o5iWXHHz_iGzSM.TROox-bNCQ26ymf4OEqMgS507jCUw-XnSZ8k5Khqrlg&dib_tag=se&keywords=laptop&qid=1739050425&refinements=p_123%3A219979%7C308445%7C391242&rnid=85457740011&s=electronics&sprefix=lap%2Caps%2C118&sr=1-1
"HP Pavilion 15.6"" HD Touchscreen Anti-Glare Laptop, 16GB RAM, 1TB SSD Storage, Intel Core Processor up to 4.1GHz, Up to 11 Hours Long Battery Life, Type-C, HDMI, Windows 11 Home, Silver",$393.88,4.1,1 TB,16 GB,https://amazon.com//HP-Pavilion-Touchscreen-Anti-Glare-Processor/dp/B0C4G4L53W/ref=sr_1_14?crid=I8G9EC239QAO&dib=eyJ2IjoiMSJ9.SzFygM9KrDS9_p1sdWHTja4ikN9aZhPQwb4KrTwGWFbI3gFMrMM_6tQO2FscxWOQ4E2BJEjFFD2PVseyTdTwHSaQuWAcxJiC-wCraZUHhn9aO83_sQOuA6_Qa3VxCKQOcasJRyEyFnVw5j6dXhbKnrkpvSlMRd8I-dN_lkN4IHty-UstMweixIKf29ycnsBNhtr8O4XHP5Rv8wqQyhM2-E5TW3jOanEnjSwd3YHhkjDGas10TPjntyIax7gnK1ShDbrrps1ZI8hK0d8QnvQTxI1FmEEoT95qs8hnP6TFIV3lTlDwRrtrkgS7rYfjMcVZLN3PFwy9NPTXEPtq8NakhwySna5t3o5iWXHHz_iGzSM.TROox-bNCQ26ymf4OEqMgS507jCUw-XnSZ8k5Khqrlg&dib_tag=se&keywords=laptop&qid=1739050522&refinements=p_123%3A219979%7C308445%7C391242&rnid=85457740011&s=electronics&sprefix=lap%2Caps%2C118&sr=1-14
ASUS E410 Intel Celeron N4020 4GB 64GB 14-Inch HD LED Win 10 Laptop (Star Black),2 capacities,4.0,64 GB,4 GB,https://amazon.com//Intel-Celeron-N4020-14-Inch-Laptop/dp/B09YRY6QCX/ref=sr_1_5?crid=I8G9EC239QAO&dib=eyJ2IjoiMSJ9.SzFygM9KrDS9_p1sdWHTja4ikN9aZhPQwb4KrTwGWFbI3gFMrMM_6tQO2FscxWOQ4E2BJEjFFD2PVseyTdTwHSaQuWAcxJiC-wCraZUHhn9aO83_sQOuA6_Qa3VxCKQOcasJRyEyFnVw5j6dXhbKnrkpvSlMRd8I-dN_lkN4IHty-UstMweixIKf29ycnsBNhtr8O4XHP5Rv8wqQyhM2-E5TW3jOanEnjSwd3YHhkjDGas10TPjntyIax7gnK1ShDbrrps1ZI8hK0d8QnvQTxI1FmEEoT95qs8hnP6TFIV3lTlDwRrtrkgS7rYfjMcVZLN3PFwy9NPTXEPtq8NakhwySna5t3o5iWXHHz_iGzSM.TROox-bNCQ26ymf4OEqMgS507jCUw-XnSZ8k5Khqrlg&dib_tag=se&keywords=laptop&qid=1739050584&refinements=p_123%3A219979%7C308445%7C391242&rnid=85457740011&s=electronics&sprefix=lap%2Caps%2C118&sr=1-5
"HP 15.6"" Business Laptop, Free Microsoft Office 2024 Lifetime License, Copilot AI Chat, HD Touchscreen Display, Intel 6-Core i3-1215U 4.4 GHz, 16GB RAM, 1TB SSD, Long Battery Life, Windows 11 Pro",$427.90,4.1,1 TB,16 GB,https://amazon.com//HP-Business-Microsoft-Lifetime-Touchscreen/dp/B0CWN27G3V/ref=sr_1_16?crid=I8G9EC239QAO&dib=eyJ2IjoiMSJ9.SzFygM9KrDS9_p1sdWHTja4ikN9aZhPQwb4KrTwGWFbI3gFMrMM_6tQO2FscxWOQ4E2BJEjFFD2PVseyTdTwHSaQuWAcxJiC-wCraZUHhn9aO83_sQOuA6_Qa3VxCKQOcasJRyEyFnVw5j6dXhbKnrkpvSlMRd8I-dN_lkN4IHty-UstMweixIKf29ycnsBNhtr8O4XHP5Rv8wqQyhM2-E5TW3jOanEnjSwd3YHhkjDGas10TPjntyIax7gnK1ShDbrrps1ZI8hK0d8QnvQTxI1FmEEoT95qs8hnP6TFIV3lTlDwRrtrkgS7rYfjMcVZLN3PFwy9NPTXEPtq8NakhwySna5t3o5iWXHHz_iGzSM.TROox-bNCQ26ymf4OEqMgS507jCUw-XnSZ8k5Khqrlg&dib_tag=se&keywords=laptop&qid=1739050477&refinements=p_123%3A219979%7C308445%7C391242&rnid=85457740011&s=electronics&sprefix=lap%2Caps%2C118&sr=1-16
"LENOVO IdeaPad 1 Laptop, 15.6” FHD Display, Intel Celeron N4500 Processor, 20GB RAM, 1TB SSD, SD Card Reader, Numeric Keypad, HDMI, Wi-Fi 6, Windows 11 Home, 1 Year Office 365, Grey",3 capacities,4.2,1 TB,20 GB,https://amazon.com//LENOVO-IdeaPad-Display-Celeron-Processor/dp/B0CQN3FDH5/ref=sr_1_17?crid=I8G9EC239QAO&dib=eyJ2IjoiMSJ9.SzFygM9KrDS9_p1sdWHTja4ikN9aZhPQwb4KrTwGWFbI3gFMrMM_6tQO2FscxWOQ4E2BJEjFFD2PVseyTdTwHSaQuWAcxJiC-wCraZUHhn9aO83_sQOuA6_Qa3VxCKQOcasJRyEyFnVw5j6dXhbKnrkpvSlMRd8I-dN_lkN4IHty-UstMweixIKf29ycnsBNhtr8O4XHP5Rv8wqQyhM2-E5TW3jOanEnjSwd3YHhkjDGas10TPjntyIax7gnK1ShDbrrps1ZI8hK0d8QnvQTxI1FmEEoT95qs8hnP6TFIV3lTlDwRrtrkgS7rYfjMcVZLN3PFwy9NPTXEPtq8NakhwySna5t3o5iWXHHz_iGzSM.TROox-bNCQ26ymf4OEqMgS507jCUw-XnSZ8k5Khqrlg&dib_tag=se&keywords=laptop&qid=1739050412&refinements=p_123%3A219979%7C308445%7C391242&rnid=85457740011&s=electronics&sprefix=lap%2Caps%2C118&sr=1-17
"Lenovo IdeaPad 1 Student Laptop, 15.6"" FHD Display, Intel Dual Core Processor, 12GB RAM, 512GB SSD + 128GB eMMC, 1 Year Office 365, Wi-Fi 6, Webcam, Bluetooth, SD Card Reader, Windows 11 Home, Grey",4 capacities,4.2,512 GB,12 GB,https://amazon.com//Lenovo-IdeaPad-Student-Processor-Bluetooth/dp/B0CF62H34N/ref=sr_1_6?crid=I8G9EC239QAO&dib=eyJ2IjoiMSJ9.SzFygM9KrDS9_p1sdWHTja4ikN9aZhPQwb4KrTwGWFbI3gFMrMM_6tQO2FscxWOQ4E2BJEjFFD2PVseyTdTwHSaQuWAcxJiC-wCraZUHhn9aO83_sQOuA6_Qa3VxCKQOcasJRyEyFnVw5j6dXhbKnrkpvSlMRd8I-dN_lkN4IHty-UstMweixIKf29ycnsBNhtr8O4XHP5Rv8wqQyhM2-E5TW3jOanEnjSwd3YHhkjDGas10TPjntyIax7gnK1ShDbrrps1ZI8hK0d8QnvQTxI1FmEEoT95qs8hnP6TFIV3lTlDwRrtrkgS7rYfjMcVZLN3PFwy9NPTXEPtq8NakhwySna5t3o5iWXHHz_iGzSM.TROox-bNCQ26ymf4OEqMgS507jCUw-XnSZ8k5Khqrlg&dib_tag=se&keywords=laptop&qid=1739050522&refinements=p_123%3A219979%7C308445%7C391242&rnid=85457740011&s=electronics&sprefix=lap%2Caps%2C118&sr=1-6
"HP 255 G10 Laptop for Home or Work, 16GB RAM, 1TB SSD, 15.6"" Full HD, Ryzen 3 7330U (Beat Intel i5-1135G7), HDMI, USB-C, Windows 11 Pro, Business and Fun Ready",3 capacities,4.2,1 TB,16 GB,https://amazon.com//HP-255-i5-1135G7-Windows-Business/dp/B0DCSYTVDD/ref=sr_1_13?crid=I8G9EC239QAO&dib=eyJ2IjoiMSJ9.SzFygM9KrDS9_p1sdWHTja4ikN9aZhPQwb4KrTwGWFbI3gFMrMM_6tQO2FscxWOQ4E2BJEjFFD2PVseyTdTwHSaQuWAcxJiC-wCraZUHhn9aO83_sQOuA6_Qa3VxCKQOcasJRyEyFnVw5j6dXhbKnrkpvSlMRd8I-dN_lkN4IHty-UstMweixIKf29ycnsBNhtr8O4XHP5Rv8wqQyhM2-E5TW3jOanEnjSwd3YHhkjDGas10TPjntyIax7gnK1ShDbrrps1ZI8hK0d8QnvQTxI1FmEEoT95qs8hnP6TFIV3lTlDwRrtrkgS7rYfjMcVZLN3PFwy9NPTXEPtq8NakhwySna5t3o5iWXHHz_iGzSM.TROox-bNCQ26ymf4OEqMgS507jCUw-XnSZ8k5Khqrlg&dib_tag=se&keywords=laptop&qid=1739050566&refinements=p_123%3A219979%7C308445%7C391242&rnid=85457740011&s=electronics&sprefix=lap%2Caps%2C118&sr=1-13
"HP 17 Laptop, 17.3"" FHD Display, 32GB RAM, 1TB SSD, AMD Ryzen 5 Processor(Beats i7-1165G7, Up to 4.3GHz), Webcam, Numeric Keypad, Long Battery Life, Windows 11 Home, Alpacatec Accessories, Silver",5 capacities,4.3,1 TB,-,https://amazon.com//HP-Processor-i7-1165G7-Alpacatec-Accessories/dp/B0DP15YMQ8/ref=sr_1_10?crid=I8G9EC239QAO&dib=eyJ2IjoiMSJ9.SzFygM9KrDS9_p1sdWHTja4ikN9aZhPQwb4KrTwGWFbI3gFMrMM_6tQO2FscxWOQ4E2BJEjFFD2PVseyTdTwHSaQuWAcxJiC-wCraZUHhn9aO83_sQOuA6_Qa3VxCKQOcasJRyEyFnVw5j6dXhbKnrkpvSlMRd8I-dN_lkN4IHty-UstMweixIKf29ycnsBNhtr8O4XHP5Rv8wqQyhM2-E5TW3jOanEnjSwd3YHhkjDGas10TPjntyIax7gnK1ShDbrrps1ZI8hK0d8QnvQTxI1FmEEoT95qs8hnP6TFIV3lTlDwRrtrkgS7rYfjMcVZLN3PFwy9NPTXEPtq8NakhwySna5t3o5iWXHHz_iGzSM.TROox-bNCQ26ymf4OEqMgS507jCUw-XnSZ8k5Khqrlg&dib_tag=se&keywords=laptop&qid=1739050383&refinements=p_123%3A219979%7C308445%7C391242&rnid=85457740011&s=electronics&sprefix=lap%2Caps%2C118&sr=1-10
"HP 15.6"" Touchscreen Business & Student Laptop Computer, 64GB RAM 2TB SSD, 10-Cores Intel Core i5, Windows 11 Pro Laptop with Microsoft Office Lifetime Suite, PLUSERA Earphones, Silver",3 capacities,3.9,2 TB,64 GB,https://amazon.com//HP-Touchscreen-Business-Microsoft-Earphones/dp/B0DRW64MLF/ref=sr_1_21?crid=I8G9EC239QAO&dib=eyJ2IjoiMSJ9.SzFygM9KrDS9_p1sdWHTja4ikN9aZhPQwb4KrTwGWFbI3gFMrMM_6tQO2FscxWOQ4E2BJEjFFD2PVseyTdTwHSaQuWAcxJiC-wCraZUHhn9aO83_sQOuA6_Qa3VxCKQOcasJRyEyFnVw5j6dXhbKnrkpvSlMRd8I-dN_lkN4IHty-UstMweixIKf29ycnsBNhtr8O4XHP5Rv8wqQyhM2-E5TW3jOanEnjSwd3YHhkjDGas10TPjntyIax7gnK1ShDbrrps1ZI8hK0d8QnvQTxI1FmEEoT95qs8hnP6TFIV3lTlDwRrtrkgS7rYfjMcVZLN3PFwy9NPTXEPtq8NakhwySna5t3o5iWXHHz_iGzSM.TROox-bNCQ26ymf4OEqMgS507jCUw-XnSZ8k5Khqrlg&dib_tag=se&keywords=laptop&qid=1739050487&refinements=p_123%3A219979%7C308445%7C391242&rnid=85457740011&s=electronics&sprefix=lap%2Caps%2C118&sr=1-21
"HP Premium Stream 14"" HD BrightView Laptop, Intel Celeron N4120, 16GB RAM, 64GB eMMC Storage, UHD Graphics, HD Webcam, 1 Year Office 365, Bluetooth, WiFi, HDMI, Win 11s, Pink, 32GB Hotface USB Card",$309.00,4.3,64 GB,16 GB,https://amazon.com//HP-Stream-BrightView-Graphics-Bluetooth/dp/B0C4P29ZXH/ref=sr_1_22?crid=I8G9EC239QAO&dib=eyJ2IjoiMSJ9.SzFygM9KrDS9_p1sdWHTja4ikN9aZhPQwb4KrTwGWFbI3gFMrMM_6tQO2FscxWOQ4E2BJEjFFD2PVseyTdTwHSaQuWAcxJiC-wCraZUHhn9aO83_sQOuA6_Qa3VxCKQOcasJRyEyFnVw5j6dXhbKnrkpvSlMRd8I-dN_lkN4IHty-UstMweixIKf29ycnsBNhtr8O4XHP5Rv8wqQyhM2-E5TW3jOanEnjSwd3YHhkjDGas10TPjntyIax7gnK1ShDbrrps1ZI8hK0d8QnvQTxI1FmEEoT95qs8hnP6TFIV3lTlDwRrtrkgS7rYfjMcVZLN3PFwy9NPTXEPtq8NakhwySna5t3o5iWXHHz_iGzSM.TROox-bNCQ26ymf4OEqMgS507jCUw-XnSZ8k5Khqrlg&dib_tag=se&keywords=laptop&qid=1739050628&refinements=p_123%3A219979%7C308445%7C391242&rnid=85457740011&s=electronics&sprefix=lap%2Caps%2C118&sr=1-22
